,0,1,2,3,4,5,6
1160,1161.,18-Aug-2023 06:00 PM,11-Sep-2023 06:00 PM,13-Sep-2023 11:00 AM,[Water proofing work at Calicut International Airport.SH  Provision of sheet roof work on top over the existing domestic terminal building terrace along with water proofing work on aero bridges][AAI/CL/AGM/ENGG-C/WATER PROOFING/2023-24][2023_AAI_161025_1],Airports Authority of India||Southern Region - AAI||CALICUT - AAI||ENGG CIVIL-VOCL- AAI,"88,53,035"
1161,1162.,18-Aug-2023 05:25 PM,11-Sep-2023 02:30 PM,12-Sep-2023 02:30 PM,[Supply of Corel draw software ][57(19)2023-Pur/T-06][2023_CSIR_164955_1],Council of Scientific and Industrial Research||NGRI-Hyderabad - CSIR||Purchase-NGRI - CSIR,0.00
1162,1163.,18-Aug-2023 05:10 PM,08-Sep-2023 05:00 PM,11-Sep-2023 03:00 PM,"[Supply, Installation, Testing, Commissioning of Biobank System][IGIB/2-2NC/47/2023-24(215)][2023_CSIR_164945_1]",Council of Scientific and Industrial Research||IGIB-Delhi - CSIR||Purchase-IGIB - CSIR,NA
1163,1164.,18-Aug-2023 05:00 PM,05-Sep-2023 02:00 PM,06-Sep-2023 02:00 PM,[AK/B378-000-WC-MR-3312/264][AK/B378-000-WC-MR-3312/264][2023_GAIL_164452_1],GAIL (India) Limited||Project Management Consultant-PMC for GAIL India Ltd||ENGINEERS INDIA LIMITED-PMC,NA
1164,1165.,18-Aug-2023 05:00 PM,23-Sep-2023 01:00 PM,25-Sep-2023 02:30 PM,[PUR/IICT/DMS/324/23-24][PUR/IICT/DMS/324/23-24][2023_CSIR_162031_1],Council of Scientific and Industrial Research||IICT-Hyderabad - CSIR||Purchase-IICT - CSIR,NA
1165,1166.,18-Aug-2023 05:00 PM,06-Sep-2023 03:00 PM,07-Sep-2023 03:00 PM,[ACID and FERRIC unloading pumps for RO plant][100000997][2023_APCPL_160346_2],Aravali Power Company Pvt. Ltd - IGSTPP||Contract and Materials - APCPL,NA
1166,1167.,18-Aug-2023 05:00 PM,05-Sep-2023 03:00 PM,06-Sep-2023 03:00 PM,[High Speed Diesel ][100001084][2023_APCPL_164944_1],Aravali Power Company Pvt. Ltd - IGSTPP||Contract and Materials - APCPL,NA
1167,1168.,18-Aug-2023 05:00 PM,05-Sep-2023 03:00 PM,06-Sep-2023 03:00 PM,[Comprehensive AMC for Sharp Photo Copier Machine][A3/CMC/84011/23/MC][2023_CSIR_164887_1],Council of Scientific and Industrial Research||CSIR Madras Complex-Chennai||Purchase-CSIR MADRAS Cx. - CSIR,NA
1168,1169.,18-Aug-2023 05:00 PM,14-Sep-2023 12:00 PM,15-Sep-2023 12:00 PM,[OFC Rehabilitation work in Sultanpur Division][DGMTP-LW/SUL Div. Patch Work/T-06/2023-24 ][2023_BSNL_164880_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Northern Telecom Maintenance Region||Sr.GM (M) Lucknow,"37,55,761"
1169,1170.,18-Aug-2023 05:00 PM,14-Sep-2023 12:00 PM,15-Sep-2023 12:00 PM,[OFC Rehabilitation work in RTTC Division][DGMTP-LW/RTTC Div. Patch Work/T-03/2023-24][2023_BSNL_164878_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Northern Telecom Maintenance Region||Sr.GM (M) Lucknow,"55,36,920"
1170,1171.,18-Aug-2023 05:00 PM,23-Sep-2023 01:00 PM,25-Sep-2023 02:30 PM,[PUR/IICT/DMS/324/23-24][PUR/IICT/DMS/324/23-24][2023_CSIR_162031_1],Council of Scientific and Industrial Research||IICT-Hyderabad - CSIR||Purchase-IICT - CSIR,NA
1171,1172.,18-Aug-2023 04:30 PM,07-Sep-2023 04:30 PM,08-Sep-2023 04:30 PM,"[Renovation /Replacement of old and damaged wooden door, windows with Aluminum door, windows and internal painting of Animal house basement at CSIR-CIMAP, Lucknow][ 68_065/856/2023-MP (Works)][2023_CSIR_164765_1]",Council of Scientific and Industrial Research||CIMAP-Lucknow - CSIR||ESD- CIMAP - CSIR,"5,14,312"
1172,1173.,18-Aug-2023 04:30 PM,07-Sep-2023 05:00 PM,08-Sep-2023 05:00 PM,[Renovation of Sfurti Shed at CSIR CIMAP  Lucknow][68_066/857/2023-MP (Works)][2023_CSIR_164811_1],Council of Scientific and Industrial Research||CIMAP-Lucknow - CSIR||ESD- CIMAP - CSIR,"17,31,984"
1173,1174.,18-Aug-2023 04:30 PM,07-Sep-2023 03:00 PM,08-Sep-2023 03:00 PM,[Procurement of Rail CR-80  at Bokajan Cement Factory of CCI][BKJ/MM/M-5873/23-24][2023_CCI_164917_1],Cement Corporation of India Limted||Bokajan Cement Factory - CCI,NA
1174,1175.,18-Aug-2023 04:00 PM,05-Sep-2023 06:00 PM,08-Sep-2023 12:30 PM,"[SH Extending supply by pvdg 630A busbar, MCCB plugin boxes and associated works at MHS Pune-Recalled 1st.][21/EEE/BSNL/PN/2023-24][2023_BSNL_164895_1]",Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Maharashtra Telecom Circle||CE (E) Mumbai||EE ( E ) Pune,"5,76,984"
1175,1176.,18-Aug-2023 04:00 PM,15-Sep-2023 04:30 PM,18-Sep-2023 11:00 AM,"[Up-keepment and cleaning work at colony areas of Jamshedpur, Mosabani, Chandil and Purulia sub-stations under GOMD- III, DVC for a period of 2 (two) years.][DVC/Tender/Head Quarter/T AND D/CMM/00031][2023_DVC_164892_1]",Damodar Valley Corporation||Maithon - DVC||C and M,"20,18,940"
1176,1177.,18-Aug-2023 04:00 PM,08-Sep-2023 03:00 PM,09-Sep-2023 03:00 PM,[Thermocouple and spares for Main turbine IP Inner casing][100000668][2023_APCPL_157485_3],Aravali Power Company Pvt. Ltd - IGSTPP||Contract and Materials - APCPL,NA
1177,1178.,18-Aug-2023 03:00 PM,08-Sep-2023 03:00 PM,09-Sep-2023 03:00 PM,[Rate Contract for Overhauling work of Rotary Machine Area Equipments PAPH and ][IGSTPP/CS/23-24/CRN-4011][2023_APCPL_164841_1],Aravali Power Company Pvt. Ltd - IGSTPP||Contract and Materials - APCPL,NA
1178,1179.,18-Aug-2023 03:00 PM,16-Sep-2023 06:00 PM,18-Sep-2023 12:00 PM,[Optical Fiber Cable Laying and Construction work in BSNL Dumka OA under Dhanbad BA][GMBA/DNB/OFC Laying/DMK OA/2023-24/06][2023_BSNL_164891_1],"Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Jharkhand Telecom Circle||GMTD, Dhanbad","1,40,66,240"
1179,1180.,18-Aug-2023 02:45 PM,09-Sep-2023 02:30 PM,11-Sep-2023 03:00 PM,[Supply of wear back bend 90 degree with loose flange][RCF/MM/137 (23)][2023_CCI_164847_1],Cement Corporation of India Limted||Rajban Cement Factory - CCI,"90,000"
1180,1181.,18-Aug-2023 01:30 PM,08-Sep-2023 03:00 PM,09-Sep-2023 03:00 PM,[Supply on door delivery basis of Burnt Lime at HBL Sugauli and Lauriya Plant][HBL/TEN/PUB/23-24/178][2023_HPCLB_164879_1],HPCL Biofuels Limited||Purchase (Patna),NA
1181,1182.,18-Aug-2023 01:00 PM,19-Sep-2023 03:00 PM,20-Sep-2023 03:00 PM,"[Construction of Storm Water Drain, Miscellaneous Architectural finishing and other works in viaduct and stations from Duhai EPE to Shatabdi Nagar (RRTS Ch. 33030.95 to RRTS Ch. 64103) of Delhi-Ghaziabad-Meerut RRTS corridor.][DM/MS/COR-OF/228][2023_NCRTC_163913_1]",National Capital Region Transport Corporation||GGM-Strategic Planning - NCRTC,NA
1182,1183.,18-Aug-2023 01:00 PM,26-Sep-2023 12:00 PM,27-Sep-2023 12:00 PM,"[Independent Engineer services during Operation an Maintenance Period for Construction of New Bridges_ Structures, Repair of existing Four Lane Highways from Balasore to Kharagpur of NH-60 Km. 0.00 to Km. 119.300 in the State of Orissa and West Bengal][10/OandM/IE/2023-24][2023_NHAI_164874_1]",National Highways Authority of India||Head Office - NHAI||Technical - NHAI,NA
1183,1184.,18-Aug-2023 12:55 PM,07-Sep-2023 03:00 PM,08-Sep-2023 03:00 PM,[Water Purification System][SAIF/BHAT/007/2023/WATERPURISY][2023_IITM_164875_1],Indian Institute of Technology Madras||Project Purchase - IITM,NA
1184,1185.,18-Aug-2023 12:30 PM,06-Sep-2023 02:00 PM,07-Sep-2023 02:00 PM,[AKR/B378-000-YD-MR-2640/256][AKR/B378-000-YD-MR-2640/256][2023_GAIL_163251_1],GAIL (India) Limited||Project Management Consultant-PMC for GAIL India Ltd||ENGINEERS INDIA LIMITED-PMC,NA
1185,1186.,18-Aug-2023 12:00 PM,08-Sep-2023 02:30 PM,09-Sep-2023 03:00 PM,[Supply of Spares for Siemens make HT VCB Breaker 6.6 KV][TCF/MM/4028/23][2023_CCI_164840_1],Cement Corporation of India Limted||Tandur Cement Factory - CCI,NA
1186,1187.,18-Aug-2023 12:00 PM,07-Sep-2023 03:00 PM,08-Sep-2023 03:00 PM,[TG EOT DSL Spares][100000973][2023_APCPL_159901_1],Aravali Power Company Pvt. Ltd - IGSTPP||Contract and Materials - APCPL,NA
1187,1188.,18-Aug-2023 11:00 AM,11-Sep-2023 02:00 PM,12-Sep-2023 03:00 PM,"[Laying PLB pipe/ Duct and Associated works by  Open Trench Method/Trenchless Technology, Fibre Cable Pulling/Blowing testing and commissioning  of the 4G sites at Gadidhaboru, Pandirimamidigudem, Buruguwada, Puchikapadu and Rachannagudem][ELR/NWP/4G SATURATION/OFC TENDER 8][2023_BSNL_164773_1]",Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Andhra Pradesh Telecom Circle- Vijayawada||GMTD West Godavari,"14,98,439"
1188,1189.,18-Aug-2023 11:00 AM,18-Sep-2023 03:00 PM,19-Sep-2023 03:00 PM,"[Rate contract for Printing and installation of Vinyle, Flex promotional material for Lucknow Metro at Lucknow Metro Stations, Administrative building and Transport Nagar Metro Depot and other event sites as per requirement of UPMRC.][UPMRC/VINYLFLEX/01][2023_UPMRC_164724_1]",Uttar Pradesh Metro Rail Corporation Limited||Contract Cell - UPMRCL,"7,61,680"
1189,1190.,18-Aug-2023 10:00 AM,07-Sep-2023 03:00 PM,08-Sep-2023 03:30 PM,[Renovation of Publication Store at CSIR NIScPR Campus at Pusa New Delhi][11(21)/NIScPR/G/2023][2023_CSIR_164766_1],Council of Scientific and Industrial Research||NIScPR-Delhi-CSIR||Administration - NIScPR - CSIR,"23,99,520"
1190,1191.,18-Aug-2023 10:00 AM,07-Sep-2023 05:00 PM,09-Sep-2023 09:00 AM,[Repair/Renovation of QC(MAT) section inside factory at AFK][GM/AFK/EO/DC/1001/2023-24][2023_MIL_164708_1],Munitions India Limited||Ammunition Factory Khadki Pune Maharashtra,"47,60,378"
1191,1192.,18-Aug-2023 10:00 AM,20-Sep-2023 02:00 PM,21-Sep-2023 02:00 PM,"[Removal of silt and Floating material from major geddas and transportation of silt and floating materials in Visakhapatnam port for a period of two years.][IENG/CP/SE(Env)/T/36  ,dt.17.08.2023][2023_VPT_164758_1]",Visakhapatnam Port Trust||Civil Engineering - VPT,"1,41,47,989"
1192,1193.,18-Aug-2023 10:00 AM,07-Sep-2023 03:00 PM,08-Sep-2023 03:30 PM,[Renovation of Publication Store at CSIR NIScPR Campus at Pusa New Delhi][11(21)/NIScPR/G/2023][2023_CSIR_164766_1],Council of Scientific and Industrial Research||NIScPR-Delhi-CSIR||Administration - NIScPR - CSIR,"23,99,520"
1193,1194.,18-Aug-2023 09:00 AM,14-Sep-2023 03:00 PM,15-Sep-2023 04:00 PM,[SUPPLY INSTALLATION TESTING AND COMMISSIONING OF  ONE PASSENGER LIFT   ][IREL/CO/PT/18/2023][2023_IREL_164835_1],IREL (INDIA) Limited||Corporate Office Mumbai - IREL,"27,14,000"
1194,1195.,17-Aug-2023 06:55 PM,13-Sep-2023 06:00 PM,19-Sep-2023 11:00 AM,"[Development of additional RESA on either end on Runway 10-28 at Calicut Airport. SH Construction of embankment with slope protection, drainage system and associated works for additional RESA on either end on Runway 10-28][AAI/CHQ/ED(ENGG) SR/Calicut-RESA/2023 ][2023_AAI_157723_1]",Airports Authority of India||CHQ - AAI||Engineering Civil - AAI,"4,02,18,00,000"
1195,1196.,17-Aug-2023 06:55 PM,14-Sep-2023 11:00 AM,15-Sep-2023 11:30 AM,[Rehabilitation and up-gradation of existing 2 lane with paved shoulder of Jhajjar-Loharu Section from Km 130.770 to Km 228.630 (Design Chainage 0.000 to 97.864) Length 97.864 of NH-334B in the State of Haryana][NHAI/RO-CHD/11076/Safety Consultant/RFP][2023_NHAI_164832_1],National Highways Authority of India||RO-Chandigarh - NHAI||Jalandhar - NHAI,0.00
1196,1197.,17-Aug-2023 06:50 PM,06-Oct-2023 06:00 PM,09-Oct-2023 03:00 PM,[Creation of open access AFF at Chennai Airport][Creation of open access AFF at Chennai Airport][2023_AAI_164516_1],Airports Authority of India||CHQ - AAI||NIAMAR - AAI,"4,50,00,00,000"
1197,1198.,17-Aug-2023 06:50 PM,08-Sep-2023 03:00 PM,11-Sep-2023 03:00 PM,"[Licence for Skincare Outlet inside Domestic SHA (First floor) at Sri Guru Ram Dass Jee International Airport, Amritsar.][AAI/ASR/COMML/RETAIL/2023/23][2023_AAI_164665_1]",Airports Authority of India||Northern Region - AAI||AMRITSAR - AAI||COMMERCIAL-AMRITSAR - AAI,"2,75,000"
1198,1199.,17-Aug-2023 06:45 PM,12-Sep-2023 12:00 PM,13-Sep-2023 12:00 PM,[OFC Rehabilitation work in Ayodhya division][DGMTP-LW/SUL-RTTC OTN Patch Work/T-05/2023-24][2023_BSNL_164831_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Northern Telecom Maintenance Region||Sr.GM (M) Lucknow,"56,19,820"
1199,1200.,17-Aug-2023 06:45 PM,08-Sep-2023 06:00 PM,11-Sep-2023 11:00 AM,"[Annual repairs and maintenance contract for residential colony for residential colony, car parking and other structures towards city side etc. (civil works) for the year 2023-24 at Dimapur Airport.][AAI/DMP/AGM(E-C)/AMC(Res/23-24][2023_AAI_164757_1]",Airports Authority of India||North East Region - AAI||DIMAPUR - AAI||ENGG CIVIL-VEMR- AAI,"50,43,000"
1200,1201.,17-Aug-2023 06:40 PM,08-Sep-2023 03:00 PM,11-Sep-2023 03:00 PM,"[Licence for Wellness Products Retail Outlet inside Domestic SHA (First floor) at Sri Guru Ram Dass Jee International Airport, Amritsar.][AAI/ASR/COMML/RETAIL/2023/24][2023_AAI_164749_1]",Airports Authority of India||Northern Region - AAI||AMRITSAR - AAI||COMMERCIAL-AMRITSAR - AAI,"1,78,750"
1201,1202.,17-Aug-2023 06:40 PM,08-Sep-2023 03:00 PM,11-Sep-2023 03:00 PM,"[Licence for Retail outlet for sale of Home, Travel and Life Style accessories inside International SHA (First floor) at Sri Guru Ram Dass Jee International Airport, Amritsar. ][AAI/ASR/COMML/RETAIL/2023/25][2023_AAI_164750_1]",Airports Authority of India||Northern Region - AAI||AMRITSAR - AAI||COMMERCIAL-AMRITSAR - AAI,"5,50,000"
1202,1203.,17-Aug-2023 06:30 PM,07-Sep-2023 06:30 PM,08-Sep-2023 06:30 PM,[SLA Based UG OF cable maintenance in NGD OA][GMT-NGD BA/MM/NGD/OFC SLA Tender/ 2023-24/ dtd 08.][2023_BSNL_164823_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Telengana Telecom Circle- Hyderabad||GMTD Nalgonda,"71,49,840"
1203,1204.,17-Aug-2023 06:00 PM,11-Sep-2023 02:00 PM,12-Sep-2023 03:00 PM,[OUTSOURCING OF BTS IN MUZAFFARPUR OA][GC-1123/BTS Upkeep/MZP/2023-24 ][2023_BSNL_164805_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Bihar Telecom Circle||G.M. Muzaffarpur,"38,56,800"
1204,1205.,17-Aug-2023 06:00 PM,16-Sep-2023 03:00 PM,18-Sep-2023 03:30 PM,[SUPPLY INSTALLATION TESTING AND COMMISSIONING OF TRAY TYPE FRONT LOADING FREEZE DRIER][IICB/PUR/599/618/15RT/2022-23][2023_CSIR_164443_1],Council of Scientific and Industrial Research||IICB-Koolkatta - CSIR||Purchase-IICB - CSIR,NA
1205,1206.,17-Aug-2023 06:00 PM,06-Sep-2023 11:00 AM,06-Sep-2023 11:30 AM,"[EOI for Selection of Partner for Procurement Implementation of (SWG),SecureEmailGateway(SEG) and Endpointprotection(EPP)with EDR solutions for users and endpoints at CRIS,New Delhi,ROsand DR DC,Secunderabad with 3 yr comprehensive Warranty and SS][TCIL/ITT4/CRIS/SWGSEGEPP/I/23][2023_TCIL_164801_1]",Telecommunications Consultants India Limited||Corporate Office - TCIL Bhawan||IT Division - TCIL,NA
1206,1207.,17-Aug-2023 06:00 PM,12-Sep-2023 12:00 PM,13-Sep-2023 12:00 PM,[OFC Rehabilitation work in RTTC Division][DGMTP-LW/T-04/2023-24][2023_BSNL_164821_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Northern Telecom Maintenance Region||Sr.GM (M) Lucknow,"48,34,400"
1207,1208.,17-Aug-2023 06:00 PM,06-Sep-2023 02:00 PM,07-Sep-2023 02:00 PM,[Outsourcing of Maintenance and provisioning of Landline and Broadband for External plant of Copper Network in Varanasi OA][9-32/AGM/PLG/VNS/CFA OUTSOURCING/2022-23          ][2023_BSNL_164829_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||UP(EAST) Telecom Circle||Business Area Varanasi,"87,08,259"
1208,1209.,17-Aug-2023 06:00 PM,18-Sep-2023 12:00 PM,19-Sep-2023 12:15 PM,"[Assistance in mechanical operation of Boiler, Turbine and associated auxiliaries of Unit 9.][23-24/C-102/NIT-1335][2023_BPSCL_164819_1]",Bokaro Power Supply Company (P) Limited||Material Management Department - BPSCL,"27,90,060"
1209,1210.,17-Aug-2023 06:00 PM,15-Sep-2023 05:30 PM,16-Sep-2023 05:30 PM,[Replacement of existing RCC Hand Railings with RCC Crash Barriers on Nagpur to Hyderabad section of National Highway No.44 and Kalyan to Nirmal section of National Highway No.61 in the state of Telangana (3rd Call).][NHAI/PIU-KMR/RCC Crash Barrier/2023][2023_NHAI_164824_1],National Highways Authority of India||RO-Hyderabad - NHAI||Nirmal - NHAI,"1,18,81,370"
1210,1211.,17-Aug-2023 06:00 PM,16-Sep-2023 03:00 PM,18-Sep-2023 03:30 PM,[SUPPLY INSTALLATION TESTING AND COMMISSIONING OF TRAY TYPE FRONT LOADING FREEZE DRIER][IICB/PUR/599/618/15RT/2022-23][2023_CSIR_164443_1],Council of Scientific and Industrial Research||IICB-Koolkatta - CSIR||Purchase-IICB - CSIR,NA
1211,1212.,17-Aug-2023 06:00 PM,16-Sep-2023 03:00 PM,18-Sep-2023 03:30 PM,[SUPPLY INSTALLATION TESTING AND COMMISSIONING OF MICROPLATE SPECTROPHOTOMETER][IICB/PUR/599/570/13RT/22-23][2023_CSIR_164062_1],Council of Scientific and Industrial Research||IICB-Koolkatta - CSIR||Purchase-IICB - CSIR,NA
1212,1213.,17-Aug-2023 05:00 PM,16-Sep-2023 10:00 AM,18-Sep-2023 10:30 AM,"[Repair and replacement of Ceramic wall tiles at BTG Control room wall and other places at DSTPS, DVC, Andal.][DVC/Tender/HQ/PH CIVIL-1/CMM/W S/00022][2023_DVC_164684_1]",Damodar Valley Corporation||DSTPS Andal - DVC||C and M,"9,58,271"
1213,1214.,17-Aug-2023 05:00 PM,07-Sep-2023 03:00 PM,08-Sep-2023 03:30 PM,[ Roof treatment and other asociated works in BVFCL Training Centre and MM Buidling][CE/2023/SPC/09][2023_BVFCL_164798_1],Brahmaputra Valley Fertilizer Corporation Limited||Civil - BVFCL,NA
1214,1215.,17-Aug-2023 05:00 PM,07-Sep-2023 03:00 PM,08-Sep-2023 03:05 PM,[CGI Sheet Cleaning][BKO/CIVIL/CGI ROOF CLEANING/23-24][2023_CCI_164786_1],Cement Corporation of India Limted||Bokajan Cement Factory - CCI,NA
1215,1216.,17-Aug-2023 05:00 PM,07-Sep-2023 03:00 PM,08-Sep-2023 03:00 PM,[Outsourcing of CSC in AN circle][CGMTSMCM231202324][2023_BSNL_164760_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Andaman and Nicobar Telecom Circle||GM (TX and CM),NA
1216,1217.,17-Aug-2023 05:00 PM,07-Sep-2023 03:00 PM,08-Sep-2023 03:00 PM,[slings for Load Lifting at TG Area][100001032][2023_APCPL_164767_1],Aravali Power Company Pvt. Ltd - IGSTPP||Contract and Materials - APCPL,NA
1217,1218.,17-Aug-2023 04:30 PM,13-Sep-2023 03:00 PM,14-Sep-2023 03:30 PM,[CECRI 2023 1277- 1.5 TON AC WITH 4KVA STABILIZER][CECRI 2023 1277- 1.5 TON AC WITH 4KVA STABILIZER][2023_CSIR_164784_1],Council of Scientific and Industrial Research||CECRI-Karaikudi - CSIR||Purchase-CECRI - CSIR,NA
1218,1219.,17-Aug-2023 04:30 PM,04-Oct-2023 03:00 PM,05-Oct-2023 03:30 PM,[CECRI 2023 13491-PILOT PLANT FOR THE PRODUCTION OF ADSORBENT POWER MATERIAL TURNKEY BASIS ][CECRI 2023 13491-PILOT PLANT FOR ADSORBENT POWER ][2023_CSIR_164771_1],Council of Scientific and Industrial Research||CECRI-Karaikudi - CSIR||Purchase-CECRI - CSIR,NA
1219,1220.,17-Aug-2023 04:00 PM,06-Sep-2023 05:00 PM,08-Sep-2023 11:00 AM,[Tender document for Outsourcing of following activities in Shimla SSA][T-002/710/2023-24/SML/PLG/BTS Outsourcing Services][2023_BSNL_164638_1],"Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Himachal Pradesh Telecom Circle Shimla||O/o CGMT,Shimla","29,79,120"
1220,1221.,17-Aug-2023 04:00 PM,06-Sep-2023 05:00 PM,08-Sep-2023 11:00 AM,[Tender document for Outsourcing of following activities in Shimla SSA][T-002/710/2023-24/SML/PLG/BTS Outsourcing Services][2023_BSNL_164638_1],"Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Himachal Pradesh Telecom Circle Shimla||O/o CGMT,Shimla","29,79,120"
1221,1222.,17-Aug-2023 04:00 PM,06-Sep-2023 11:00 AM,07-Sep-2023 11:30 AM,[Rate Contract for 2023-24][IGIB/RC/2023-24/CR/44][2023_CSIR_164763_1],Council of Scientific and Industrial Research||IGIB-Delhi - CSIR||Purchase-IGIB - CSIR,NA
1222,1223.,17-Aug-2023 03:00 PM,06-Sep-2023 03:30 PM,07-Sep-2023 03:30 PM,[Notice Inviting E Tender for the license of Passengers Baggage Trolley Retrieval Cum Advertisement Rights contract at Shillong Airport Shillong][RHQ/NER/Comml/Shillong/Trolley][2023_AAI_164692_1],Airports Authority of India||North East Region - AAI||RHQ-NER - AAI||COMMERCIAL-NER - AAI,"13,500"
1223,1224.,17-Aug-2023 03:00 PM,15-Sep-2023 02:00 PM,16-Sep-2023 10:00 AM,"[TERM CONTRACT FOR ARTIFICERS WORK FOR TYPE IV, V AND VI QUARTERS AREA AT HVF ESTATE.][HVF/TE/13025/CEO/2023-24/34][2023_AVNL_164569_1]",Armoured Vehicles Nigam Limited||Heavy Vehicles Factory - Avadi,"25,00,000"
1224,1225.,17-Aug-2023 03:00 PM,07-Sep-2023 03:00 PM,08-Sep-2023 03:00 PM,"[Staff Canteen Facility at Operational Building, Kolkata][AAI/Kol/Comml/Staff Canteen][2023_AAI_164730_1]",Airports Authority of India||Eastern Region - AAI||KOLKATA AIRPORT - AAI||COMMERCIAL-VECC - AAI,"1,67,451"
1225,1226.,17-Aug-2023 03:00 PM,05-Sep-2023 03:00 PM,06-Sep-2023 03:00 PM,"[Civil and Electrical Works for upgradation of HINDLABS MRI Scan Centres in Alappuzha, Kottayam and Thrissur][HLL/CHO/PROJ/MRI-UPGD/CE][2023_HLL_164713_1]",HLL Lifecare Limited,"41,00,000"
1226,1227.,17-Aug-2023 03:00 PM,06-Sep-2023 03:00 PM,07-Sep-2023 03:05 PM,[KILN TYRE REPAIR][BKJ/MECH/KL/TYRE/23-24][2023_CCI_164745_1],Cement Corporation of India Limted||Bokajan Cement Factory - CCI,NA
1227,1228.,17-Aug-2023 03:00 PM,15-Sep-2023 02:00 PM,16-Sep-2023 10:00 AM,[PERCENTAGE RATE CONTRACT FOR ROAD REPAIRS IN HVF ESTATE.][HVF/TE/13025/CEO/2023-24/35][2023_AVNL_164620_1],Armoured Vehicles Nigam Limited||Heavy Vehicles Factory - Avadi,"25,00,000"
1228,1229.,17-Aug-2023 03:00 PM,06-Sep-2023 03:30 PM,07-Sep-2023 03:30 PM,[Notice Inviting E  Tender LIMITED TENDERS Concession to Supply Install Test Commission  and operate Automated Vehicle Parking Management System Collection of Parking Fees and Excess Time Fees Rights at Rupsi Airport Rupsi.][Comml/RHQ/NER/Rupsi/VPR Limited Tender][2023_AAI_164571_1],Airports Authority of India||North East Region - AAI||RHQ-NER - AAI||COMMERCIAL-NER - AAI,"10,000"
